OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,NAICS_Code,NAICS_Description
school_sports_league,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
table_tennis_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
cricket_ground,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
amateur_sports_league,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
kiteboarding,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
surfboard_rental,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
kiteboarding_instruction,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
tennis_court,Sports & Recreation,Sports & Recreation,713940,Fitness and Recreational Sports Centers
batting_cage,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
climbing_class,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
stadium_arena,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
bocce_ball_court,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
football_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
golf_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
paddleboard_rental,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
bowling_alley,Sports & Recreation,Sports & Recreation,713950,Bowling Centers
sports_school,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
diving_center,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
racquetball_court,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
tubing_provider,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
court_reporter,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
rafting_kayaking_area,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
hiking_trail,Sports & Recreation,Sports & Recreation,712190,Nature Parks and Other Similar Institutions
parasailing_ride_service,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
swimming_pool,Sports & Recreation,Sports & Recreation,713940,Fitness and Recreational Sports Centers
laser_tag,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
trailer_rentals,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
ski_area,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
aerial_tours,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
esports_team,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
rock_climbing_instructor,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
rugby_stadium,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
squash_court,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
handball_court,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
soccer_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
skate_park,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
horse_boarding,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
courthouse,Sports & Recreation,Sports & Recreation,922110,Courts
rock_climbing_spot,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
mountain_bike_parks,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
golf_cart_rental,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
ski_resort,Sports & Recreation,Sports & Recreation,713920,Skiing Facilities
soccer_stadium,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
sledding_rental,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
amateur_sports_team,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
equestrian_facility,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
sports_wear,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
snorkeling,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
bounce_house_rental,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
adventure_sports_center,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
golf_course,Sports & Recreation,Sports & Recreation,713910,Golf Courses and Country Clubs
trampoline_park,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
wildlife_hunting_range,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
basketball_stadium,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
roller_skating_rink,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
scuba_diving_instruction,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
axe_throwing,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
rowing_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
badminton_court,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
basketball_court,Sports & Recreation,Sports & Recreation,713940,Fitness and Recreational Sports Centers
miniature_golf_course,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
track_stadium,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
bubble_soccer_field,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
sailing_area,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
indoor_golf_center,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
airsoft_fields,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
beach_volleyball_court,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
climbing_service,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
horse_riding,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
ice_skating_rink,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
skating_rink,Sports & Recreation,Sports & Recreation,713940,Fitness and Recreational Sports Centers
esports_league,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
hockey_field,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
hunting_and_fishing_supplies,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
football_stadium,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
fishing_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
ski_and_snowboard_school,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
race_track,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
soccer_field,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
surfing_school,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
shooting_range,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
sports_club_and_league,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
paddle_tennis_club,Sports & Recreation,Sports & Recreation,713990,All Other Amusement and Recreation Industries
data_recovery,Technology & IT,Technology & IT,541519,Other Computer Related Services
credit_and_debt_counseling,Technology & IT,Technology & IT,541519,Other Computer Related Services
web_hosting_service,Technology & IT,Technology & IT,541519,Other Computer Related Services
home_network_installation,Technology & IT,Technology & IT,541519,Other Computer Related Services
biotechnology_company,Technology & IT,Technology & IT,541519,Other Computer Related Services
software_development,Technology & IT,Technology & IT,541519,Other Computer Related Services
attraction_farm,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
scooter_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
whale_watching_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
beer_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
lighthouse,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
fountain,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
historical_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
wine_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
palace,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
memorial_park,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
atv_rentals_and_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
attractions_and_activities,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
sculpture_statue,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
monument,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
lookout,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
walking_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
fort,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
visitor_center,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
landmark_and_historical_building,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
bus_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
boat_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
castle,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
bike_tours,Tourism & Attractions,Tourism & Attractions,712190,Nature Parks and Other Similar Institutions
business_storage_and_transportation,Transportation,Transportation,488999,All Other Support Activities for Transportation
transport_interchange,Transportation,Transportation,488999,All Other Support Activities for Transportation
seaplane_bases,Transportation,Transportation,488999,All Other Support Activities for Transportation
railroad_freight,Transportation,Transportation,488999,All Other Support Activities for Transportation
sport_equipment_rentals,Transportation,Transportation,488999,All Other Support Activities for Transportation
airport_shuttles,Transportation,Transportation,488999,All Other Support Activities for Transportation
importers,Transportation,Transportation,488999,All Other Support Activities for Transportation
