OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_ID,FSQ_Category_Label,FSQ_Category_Primary,FSQ_Category_Secondary,Match_Score,Match_Quality
wholesale_store,Retail & Shopping,Retail & Shopping,17139,Retail > Warehouse or Wholesale Store,Retail , Warehouse or Wholesale Store,0.9,High
night_market,Retail & Shopping,Retail & Shopping,13062,Dining and Drinking > Night Market,Dining and Drinking , Night Market,1.0,High
fertilizer_store,Retail & Shopping,Retail & Shopping,17038,Retail > Textiles Store,Retail , Textiles Store,0.733,Medium
ceremonial_clothing,Retail & Shopping,Retail & Shopping,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.571,Low
fashion_accessories_store,Retail & Shopping,Retail & Shopping,17053,Retail > Fireworks Store,Retail , Fireworks Store,0.6,Medium
surf_shop,Retail & Shopping,Retail & Shopping,16049,Landmarks and Outdoors > Surf Spot,Landmarks and Outdoors , Surf Spot,0.778,Medium
art_supply_store,Retail & Shopping,Retail & Shopping,17107,Retail > Party Supply Store,Retail , Party Supply Store,0.941,High
army_and_navy_store,Retail & Shopping,Retail & Shopping,17003,Retail > Arts and Crafts Store,Retail , Arts and Crafts Store,0.7,Medium
academic_bookstore,Retail & Shopping,Retail & Shopping,17018,Retail > Bookstore,Retail , Bookstore,0.9,High
flower_markets,Retail & Shopping,Retail & Shopping,17144,Retail > Market,Retail , Market,0.9,High
carpet_store,Retail & Shopping,Retail & Shopping,17136,Retail > Vape Store,Retail , Vape Store,0.818,High
eyewear_and_optician,Retail & Shopping,Retail & Shopping,15000,Health and Medicine,Health and Medicine,,0.564,Low
boat_parts_and_supply_store,Retail & Shopping,Retail & Shopping,17107,Retail > Party Supply Store,Retail , Party Supply Store,0.756,Medium
audio_visual_equipment_store,Retail & Shopping,Retail & Shopping,11006,Business and Professional Services > Audiovisual Service,Business and Professional Services , Audiovisual Service,0.638,Medium
outlet_store,Retail & Shopping,Retail & Shopping,17105,Retail > Outlet Store,Retail , Outlet Store,1.0,High
farmers_market,Retail & Shopping,Retail & Shopping,16014,Landmarks and Outdoors > Farm,Landmarks and Outdoors , Farm,0.9,High
custom_t_shirt_store,Retail & Shopping,Retail & Shopping,17031,Retail > Costume Store,Retail , Costume Store,0.606,Medium
hair_supply_stores,Retail & Shopping,Retail & Shopping,17107,Retail > Party Supply Store,Retail , Party Supply Store,0.833,High
denim_wear_store,Retail & Shopping,Retail & Shopping,17037,Retail > Eyecare Store,Retail , Eyecare Store,0.69,Medium
uniform_store,Retail & Shopping,Retail & Shopping,17116,Retail > Souvenir Store,Retail , Souvenir Store,0.741,Medium
musical_instrument_store,Retail & Shopping,Retail & Shopping,17031,Retail > Costume Store,Retail , Costume Store,0.649,Medium
gun_and_ammo,Retail & Shopping,Retail & Shopping,18020,Sports and Recreation > Gun Range,Sports and Recreation , Gun Range,0.571,Low
traditional_clothing,Retail & Shopping,Retail & Shopping,12094,Community and Government > Residential Building,Community and Government , Residential Building,0.55,Low
dive_shop,Retail & Shopping,Retail & Shopping,16013,Landmarks and Outdoors > Dive Spot,Landmarks and Outdoors , Dive Spot,0.778,Medium
music_and_dvd_store,Retail & Shopping,Retail & Shopping,17098,Retail > Music Store,Retail , Music Store,0.733,Medium
luggage_store,Retail & Shopping,Retail & Shopping,17094,Retail > Luggage Store,Retail , Luggage Store,1.0,High
mexican_grocery_store,Retail & Shopping,Retail & Shopping,17037,Retail > Eyecare Store,Retail , Eyecare Store,0.647,Medium
optical_wholesaler,Retail & Shopping,Retail & Shopping,11179,Business and Professional Services > Wholesaler,Business and Professional Services , Wholesaler,0.9,High
skate_shop,Retail & Shopping,Retail & Shopping,17146,Retail > Smoke Shop,Retail , Smoke Shop,0.8,High
toy_store,Retail & Shopping,Retail & Shopping,17135,Retail > Toy Store,Retail , Toy Store,1.0,High
tobacco_shop,Retail & Shopping,Retail & Shopping,17134,Retail > Tobacco Store,Retail , Tobacco Store,0.8,High
personal_shopper,Retail & Shopping,Retail & Shopping,18038,Sports and Recreation > Personal Trainer,Sports and Recreation , Personal Trainer,0.688,Medium
liquor_store,Retail & Shopping,Retail & Shopping,17056,Retail > Flower Store,Retail , Flower Store,0.75,Medium
diy_auto_shop,Retail & Shopping,Retail & Shopping,13043,Dining and Drinking > Donut Shop,Dining and Drinking , Donut Shop,0.696,Medium
jewelry_store,Retail & Shopping,Retail & Shopping,17056,Retail > Flower Store,Retail , Flower Store,0.72,Medium
shoe_store,Retail & Shopping,Retail & Shopping,17091,Retail > Hobby Store,Retail , Hobby Store,0.762,Medium
international_grocery_store,Retail & Shopping,Retail & Shopping,17131,Retail > Stationery Store,Retail , Stationery Store,0.698,Medium
piano_store,Retail & Shopping,Retail & Shopping,17112,Retail > Print Store,Retail , Print Store,0.818,High
hobby_shop,Retail & Shopping,Retail & Shopping,17091,Retail > Hobby Store,Retail , Hobby Store,0.762,Medium
herbal_shop,Retail & Shopping,Retail & Shopping,13001,Dining and Drinking > Bagel Shop,Dining and Drinking , Bagel Shop,0.762,Medium
used_vintage_and_consignment,Retail & Shopping,Retail & Shopping,12000,Community and Government,Community and Government,,0.538,Low
newspaper_and_magazines_store,Retail & Shopping,Retail & Shopping,17082,Retail > Furniture and Home Store,Retail , Furniture and Home Store,0.566,Low
bridal_shop,Retail & Shopping,Retail & Shopping,13001,Dining and Drinking > Bagel Shop,Dining and Drinking , Bagel Shop,0.762,Medium
honey_farm_shop,Retail & Shopping,Retail & Shopping,16014,Landmarks and Outdoors > Farm,Landmarks and Outdoors , Farm,0.9,High
mobile_phone_store,Retail & Shopping,Retail & Shopping,17097,Retail > Mobility Store,Retail , Mobility Store,0.688,Medium
boutique,Retail & Shopping,Retail & Shopping,17020,Retail > Boutique,Retail , Boutique,1.0,High
firework_retailer,Retail & Shopping,Retail & Shopping,17000,Retail,Retail,,0.9,High
guitar_store,Retail & Shopping,Retail & Shopping,17089,Retail > Gift Store,Retail , Gift Store,0.818,High
specialty_grocery_store,Retail & Shopping,Retail & Shopping,17131,Retail > Stationery Store,Retail , Stationery Store,0.615,Medium
indian_grocery_store,Retail & Shopping,Retail & Shopping,17032,Retail > Dance Store,Retail , Dance Store,0.71,Medium
flowers_and_gifts_shop,Retail & Shopping,Retail & Shopping,17003,Retail > Arts and Crafts Store,Retail , Arts and Crafts Store,0.605,Medium
telemarketing_services,Retail & Shopping,Retail & Shopping,17144,Retail > Market,Retail , Market,0.9,High
knitting_supply,Retail & Shopping,Retail & Shopping,17092,Retail > Knitting Store,Retail , Knitting Store,0.69,Medium
korean_grocery_store,Retail & Shopping,Retail & Shopping,17032,Retail > Dance Store,Retail , Dance Store,0.645,Medium
brewing_supply_store,Retail & Shopping,Retail & Shopping,17106,Retail > Packaging Supply Store,Retail , Packaging Supply Store,0.762,Medium
lighting_store,Retail & Shopping,Retail & Shopping,17092,Retail > Knitting Store,Retail , Knitting Store,0.786,Medium
trophy_shop,Retail & Shopping,Retail & Shopping,17108,Retail > Pawn Shop,Retail , Pawn Shop,0.6,Medium
herb_and_spice_shop,Retail & Shopping,Retail & Shopping,11154,Business and Professional Services > Refrigeration and Ice Supplier,Business and Professional Services , Refrigeration and Ice Supplier,0.531,Low
flooring_store,Retail & Shopping,Retail & Shopping,17081,Retail > Framing Store,Retail , Framing Store,0.815,High
comic_books_store,Retail & Shopping,Retail & Shopping,17022,Retail > Comic Book Store,Retail , Comic Book Store,0.97,High
russian_grocery_store,Retail & Shopping,Retail & Shopping,17131,Retail > Stationery Store,Retail , Stationery Store,0.649,Medium
vinyl_record_store,Retail & Shopping,Retail & Shopping,17113,Retail > Record Store,Retail , Record Store,0.9,High
auto_parts_and_supply_store,Retail & Shopping,Retail & Shopping,17107,Retail > Party Supply Store,Retail , Party Supply Store,0.756,Medium
pen_store,Retail & Shopping,Retail & Shopping,17136,Retail > Vape Store,Retail , Vape Store,0.842,High
handicraft_shop,Retail & Shopping,Retail & Shopping,17003,Retail > Arts and Crafts Store,Retail , Arts and Crafts Store,0.611,Medium
designer_clothing,Retail & Shopping,Retail & Shopping,19004,Travel and Transportation > Border Crossing,Travel and Transportation , Border Crossing,0.562,Low
bookstore,Retail & Shopping,Retail & Shopping,17018,Retail > Bookstore,Retail , Bookstore,1.0,High
perfume_store,Retail & Shopping,Retail & Shopping,17109,Retail > Perfume Store,Retail , Perfume Store,1.0,High
plastic_injection_molding_workshop,Retail & Shopping,Retail & Shopping,11191,Business and Professional Services > Public Relations Firm,Business and Professional Services , Public Relations Firm,0.436,Low
woodworking_supply_store,Retail & Shopping,Retail & Shopping,17106,Retail > Packaging Supply Store,Retail , Packaging Supply Store,0.739,Medium
agricultural_seed_store,Retail & Shopping,Retail & Shopping,12005,Community and Government > Cultural Center,Community and Government , Cultural Center,0.632,Medium
craft_shop,Retail & Shopping,Retail & Shopping,13040,Dining and Drinking > Dessert Shop,Dining and Drinking , Dessert Shop,0.636,Medium
japanese_grocery_store,Retail & Shopping,Retail & Shopping,17032,Retail > Dance Store,Retail , Dance Store,0.606,Medium
appliance_store,Retail & Shopping,Retail & Shopping,17032,Retail > Dance Store,Retail , Dance Store,0.769,Medium
beverage_store,Retail & Shopping,Retail & Shopping,17136,Retail > Vape Store,Retail , Vape Store,0.75,Medium
electronics_repair_shop,Retail & Shopping,Retail & Shopping,17023,Retail > Computers and Electronics Retail,Retail , Computers and Electronics Retail,0.582,Low
bathroom_fixture_stores,Retail & Shopping,Retail & Shopping,17002,Retail > Antique Store,Retail , Antique Store,0.611,Medium
candle_store,Retail & Shopping,Retail & Shopping,17001,Retail > Adult Store,Retail , Adult Store,0.783,Medium
tire_shop,Retail & Shopping,Retail & Shopping,13381,Dining and Drinking > Smoothie Shop,Dining and Drinking , Smoothie Shop,0.727,Medium
watch_store,Retail & Shopping,Retail & Shopping,17001,Retail > Adult Store,Retail , Adult Store,0.727,Medium
computer_store,Retail & Shopping,Retail & Shopping,17105,Retail > Outlet Store,Retail , Outlet Store,0.769,Medium
