OM_Category,Best_Match_FSQ_Category_Label,Best_Match_FSQ_Category_Name,Best_Match_FSQ_Category_ID,Confidence_Score,Alternative_1_FSQ_Label,Alternative_1_Score,Alternative_2_FSQ_Label,Alternative_2_Score,Alternative_3_FSQ_Label,Alternative_3_Score,Alternative_4_FSQ_Label,Alternative_4_Score
thai_restaurant,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,Thai Restaurant,4bf58dd8d48988d149941735,86.0,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Hainan Restaurant,58.0,Dining and Drinking > Restaurant > Asian Restaurant > Chinese Restaurant > Shanxi Restaurant,58.0,Dining and Drinking > Restaurant > Indian Restaurant > Jain Restaurant,57.67,Dining and Drinking > Restaurant > Mexican Restaurant > Taco Restaurant,57.67
theaters_and_performance_venues,Health and Medicine > Nurse,Nurse,63be6904847c3692a84b9bc3,22.07,Arts and Entertainment > Performing Arts Venue,21.82,Health and Medicine > Dentist,21.33,Retail > Food and Beverage Retail > Herbs and Spices Store,21.13,Arts and Entertainment > Performing Arts Venue > Music Venue > Jazz and Blues Venue,20.39
theatre,Arts and Entertainment > Performing Arts Venue > Theater,Theater,4bf58dd8d48988d137941735,34.29,Landmarks and Outdoors > States and Municipalities > State,26.67,Arts and Entertainment > Performing Arts Venue > Amphitheater,25.26,Arts and Entertainment > Movie Theater,24.0,Arts and Entertainment > Performing Arts Venue > Indie Theater,24.0
theatrical_productions,Health and Medicine > Physician > Geriatric Doctor,Geriatric Doctor,63be6904847c3692a84b9bce,23.16,Arts and Entertainment > Amusement Park > Attraction,22.5,Health and Medicine > Other Healthcare Professional,21.96,Retail > Auction House,21.82,Travel and Transportation > Transport Hub > Rental Car Location,21.46
theme_restaurant,Dining and Drinking > Restaurant > Theme Restaurant,Theme Restaurant,56aa371be4b08b9a8d573538,86.0,Dining and Drinking > Restaurant > Mexican Restaurant > Tex-Mex Restaurant,58.29,Dining and Drinking > Restaurant > Middle Eastern Restaurant > Yemeni Restaurant,56.94,Dining and Drinking > Restaurant > Asian Restaurant > Thai Restaurant,56.55,Dining and Drinking > Restaurant > Greek Restaurant > Meze Restaurant,56.55
thread_supplier,Business and Professional Services > Leather Supplier,Leather Supplier,63be6904847c3692a84b9b6a,53.97,Business and Professional Services > Metals Supplier,52.33,Business and Professional Services > Rubber Supplier,52.33,Business and Professional Services > Petroleum Supplier,52.09,Business and Professional Services > Paper Supplier,50.59
threading_service,Business and Professional Services > Welding Service,Welding Service,63be6904847c3692a84b9b97,55.5,Business and Professional Services > Tutoring Service,54.52,Business and Professional Services > Automotive Service > Towing Service,53.97,Business and Professional Services > Repair Service,53.97,Business and Professional Services > Home Improvement Service > Tree Service,53.34
threads_and_yarns_wholesaler,Business and Professional Services > Wholesaler,Wholesaler,63be6904847c3692a84b9b98,38.73,Retail > Warehouse or Wholesale Store,23.38,Sports and Recreation > Snow Sports > Ski Resort and Area,20.43,Business and Professional Services > Home Improvement Service > Landscaper and Gardener,20.39,Retail > Automotive Retail > Car Dealership > RV and Motorhome Dealership,20.36
thrift_store,Retail > Vintage and Thrift Store,Vintage and Thrift Store,4bf58dd8d48988d101951735,72.67,Retail > Gift Store,55.73,Retail > Print Store,54.3,Retail > Sporting Goods Retail > Surf Store,52.09,Retail > Fashion Retail > Batik Store,50.83
ticket_sales,Arts and Entertainment > Ticket Seller,Ticket Seller,63be6904847c3692a84b9b25,55.0,Travel and Transportation > Transport Hub > Airport > Airport Ticket Counter,41.82,Event > Marketplace > Stoop Sale,21.82,Landmarks and Outdoors > Bike Trail,21.82,Dining and Drinking > Bar > Ice Bar,21.05
tiki_bar,Dining and Drinking > Bar > Tiki Bar,Tiki Bar,56aa371be4b08b9a8d57354d,86.0,Dining and Drinking > Bar > Ice Bar,46.67,Dining and Drinking > Bar > Whisky Bar,46.67,Dining and Drinking > Bar > Dive Bar,45.0,Dining and Drinking > Bar > Sake Bar,45.0
tile_store,Retail > Textiles Store,Textiles Store,52f2ab2ebcbc57f1066b8b26,56.33,Retail > Outlet Store,55.73,Retail > Food and Beverage Retail > Wine Store,55.0,Retail > Sporting Goods Retail > Dive Store,55.0,Retail > Antique Store,54.3
tiling,Sports and Recreation > Skating,Skating,63be6904847c3692a84b9c17,24.62,Travel and Transportation > Lodging,24.62,Event > Line,24.0,Sports and Recreation > Water Sports > Swimming,22.86,Sports and Recreation > Water Sports > Sailing Club,22.22
tire_dealer_and_repair,Business and Professional Services > Automotive Service > Tire Repair Shop,Tire Repair Shop,63be6904847c3692a84b9b2f,52.82,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,36.33,Business and Professional Services > Automotive Service > Automotive Repair Shop,34.52,Business and Professional Services > Computer Repair Service,34.11,Business and Professional Services > Shoe Repair Service,31.94
tire_repair_shop,Business and Professional Services > Automotive Service > Tire Repair Shop,Tire Repair Shop,63be6904847c3692a84b9b2f,86.0,Business and Professional Services > Automotive Service > Automotive Repair Shop,61.25,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,61.25,Dining and Drinking > Dessert Shop > Pastry Shop,40.04,Retail > Pawn Shop,39.86
tire_shop,Business and Professional Services > Automotive Service > Tire Repair Shop,Tire Repair Shop,63be6904847c3692a84b9b2f,71.8,Dining and Drinking > Dessert Shop > Pie Shop,55.94,Dining and Drinking > Smoothie Shop,52.09,Dining and Drinking > Dessert Shop > Pastry Shop,51.0,Business and Professional Services > Machine Shop,49.67
tobacco_company,Business and Professional Services > Mobile Company,Mobile Company,63be6904847c3692a84b9b74,50.59,Business and Professional Services > Technology Business > Software Company,48.81,Retail > Tobacco Store,48.71,Community and Government > Utility Company,47.0,Business and Professional Services > Real Estate Service > Real Estate Development and Title Company,38.71
tobacco_shop,Retail > Tobacco Store,Tobacco Store,63be6904847c3692a84b9bfc,55.0,Dining and Drinking > Bagel Shop,48.45,"Dining and Drinking > Cafe, Coffee, and Tea House > Coffee Shop",47.35,Dining and Drinking > Dessert Shop > Gelato Shop,47.35,Business and Professional Services > Automotive Service > Smog Check Shop,46.7
toll_stations,Travel and Transportation > Toll Booth,Toll Booth,52f2ab2ebcbc57f1066b8b4d,43.87,Travel and Transportation > Toll Plaza,43.87,Business and Professional Services > TV Station,31.3,Travel and Transportation > Transport Hub > Metro Station,30.77,Community and Government > Government Building > Law Enforcement and Public Safety > Police Station,29.63
tools_wholesaler,Business and Professional Services > Wholesaler,Wholesaler,63be6904847c3692a84b9b98,53.77,Event > Marketplace > Stoop Sale,24.62,Retail > Warehouse or Wholesale Store,23.64,Arts and Entertainment > Pool Hall,22.4,Arts and Entertainment > Performing Arts Venue > Theater,20.87
topic_concert_venue,Arts and Entertainment > Performing Arts Venue > Concert Hall,Concert Hall,5032792091d4c4b30a586d5c,41.67,Arts and Entertainment > Performing Arts Venue > Music Venue,37.67,Arts and Entertainment > Performing Arts Venue,36.33,Arts and Entertainment > Performing Arts Venue > Music Venue > Jazz and Blues Venue,34.79,Arts and Entertainment > Performing Arts Venue > Theater,29.13
topic_publisher,Business and Professional Services > Publisher,Publisher,63be6904847c3692a84b9b82,53.0,Business and Professional Services > Plastics Supplier,22.5,Landmarks and Outdoors > Picnic Shelter,22.07,Business and Professional Services > Financial Service > Stock Broker,20.74,Arts and Entertainment > Museum > Erotic Museum,20.0
tours,Health and Medicine > Nurse,Nurse,63be6904847c3692a84b9bc3,24.0,Business and Professional Services > Tailor,21.82,Dining and Drinking > Restaurant > Greek Restaurant > Ouzeri,21.82,Business and Professional Services > Health and Beauty Service > Bath House,21.33,Community and Government > Government Building > Courthouse,21.33
tower,Landmarks and Outdoors > States and Municipalities > Town,Town,530e33ccbcbc57f1066bbff3,26.67,Business and Professional Services > Home Improvement Service > Mover,24.0,Business and Professional Services > Home Improvement Service > Roofer,21.82,Business and Professional Services > Tailor,21.82,Dining and Drinking > Restaurant > Greek Restaurant > Ouzeri,21.82
tower_communication_service,Business and Professional Services > Telecommunication Service,Telecommunication Service,63be6904847c3692a84b9b93,51.72,Business and Professional Services > Translation Service,44.16,Travel and Transportation > Tourist Information and Service,42.54,Community and Government > Senior Citizen Service,42.46,Travel and Transportation > Transportation Service,42.46
towing_service,Business and Professional Services > Automotive Service > Towing Service,Towing Service,63be6904847c3692a84b9b30,86.0,Business and Professional Services > Tutoring Service,57.67,Business and Professional Services > Logging Service,56.1,Business and Professional Services > Welding Service,56.1,Business and Professional Services > Pet Service > Pet Grooming Service,53.59
town_car_service,Business and Professional Services > Automotive Service > Towing Service,Towing Service,63be6904847c3692a84b9b30,48.33,Business and Professional Services > Home Improvement Service > Tree Service,44.9,Business and Professional Services > Automotive Service > Oil Change Service,44.57,Business and Professional Services > Child Care Service,44.57,Business and Professional Services > Technology Business > IT Service,44.03
town_hall,Community and Government > Town Hall,Town Hall,52e81612bcbc57f1066b7a38,86.0,Arts and Entertainment > Pool Hall,49.67,Business and Professional Services > Wedding Hall,49.67,Community and Government > Government Building > City Hall,49.67,Arts and Entertainment > Dance Hall,48.26
toxicologist,Health and Medicine > Physician > Oncologist,Oncologist,63be6904847c3692a84b9bd2,32.73,Health and Medicine > Physician > Pathologist,27.83,Health and Medicine > Physician > Radiologist,27.83,Health and Medicine > Mental Health Service > Psychologist,26.67,Health and Medicine > Physician > Cardiologist,26.67
toy_store,Retail > Toy Store,Toy Store,4bf58dd8d48988d1f3941735,86.0,Retail > Hobby Store,55.0,Retail > Baby Store,52.47,Retail > Fashion Retail > Shoe Store,52.47,Retail > Gift Store,52.47
track_stadium,Arts and Entertainment > Stadium > Track Stadium,Track Stadium,4bf58dd8d48988d187941735,86.0,Arts and Entertainment > Stadium > Hockey Stadium,52.63,Arts and Entertainment > Stadium,51.0,Arts and Entertainment > Stadium > Rugby Stadium,50.69,Arts and Entertainment > Stadium > Football Stadium,50.59
trade_fair,Event > Marketplace > Trade Fair,Trade Fair,5bae9231bedf3950379f89c3,86.0,Event > Marketplace > Street Fair,53.48,Arts and Entertainment > Fair,45.86,Community and Government > Education > Trade School,44.82,Community and Government > Trailer Park,25.45
traditional_chinese_medicine,Health and Medicine,Health and Medicine,63be6904847c3692a84b9bb9,38.46,Health and Medicine > Alternative Medicine Clinic,38.15,Health and Medicine > Physician > Internal Medicine Doctor,37.87,Dining and Drinking > Restaurant > Indian Chinese Restaurant,37.47,Health and Medicine > Physician > Family Medicine Doctor,35.53
traditional_clothing,Retail > Fashion Retail > Clothing Store,Clothing Store,4bf58dd8d48988d103951735,45.67,Retail > Fashion Retail > Children's Clothing Store,42.56,Travel and Transportation > Transport Hub > Airport > International Airport,23.41,Sports and Recreation > Racquet Sports > Badminton Court,22.86,Community and Government > Government Building > Capitol Building,22.22
traffic_school,Community and Government > Education > Trade School,Trade School,4bf58dd8d48988d1ad941735,53.77,Community and Government > Education > Music School,50.69,Community and Government > Education > Art School,49.67,Community and Government > Education > Circus School,49.67,Community and Government > Education > College and University > Law School,49.67
traffic_ticketing_law,Business and Professional Services > Legal Service > Law Office,Law Office,52f2ab2ebcbc57f1066b8b3f,28.82,Community and Government > Government Building > Law Enforcement and Public Safety,23.7,Community and Government > Education > College and University > Law School,23.44,Community and Government > Government Building > Law Enforcement and Public Safety > Fire Station,20.11,Business and Professional Services > Office > Office Building,20.0
trail,Sports and Recreation > Snow Sports > Ski Resort and Area > Ski Trail,Ski Trail,4eb1c0f63b7b52c0e1adc2eb,74.57,Landmarks and Outdoors > Bike Trail,72.67,Landmarks and Outdoors > Hiking Trail,69.53,Travel and Transportation > Train,32.0,Community and Government > Trailer Park,29.53
trailer_dealer,Community and Government > Trailer Park,Trailer Park,52f2ab2ebcbc57f1066b8b55,53.77,Retail > Automotive Retail > Car Dealership,28.71,Retail > Automotive Retail > Motorcycle Dealership,28.14,Retail > Automotive Retail > Motor Scooter Dealership,26.16,Retail > Automotive Retail > Car Dealership > New Car Dealership,25.5
trailer_rentals,Community and Government > Trailer Park,Trailer Park,52f2ab2ebcbc57f1066b8b55,49.67,Travel and Transportation > Bike Rental,27.69,Travel and Transportation > Boat Rental,24.62,Travel and Transportation > Lodging > Vacation Rental,24.0,Dining and Drinking > Restaurant > Greek Restaurant > Taverna,21.82
trailer_repair,Community and Government > Trailer Park,Trailer Park,52f2ab2ebcbc57f1066b8b55,56.85,Business and Professional Services > Automotive Service > Tire Repair Shop,49.67,Business and Professional Services > Automotive Service > Motorcycle Repair Shop,47.44,Business and Professional Services > Automotive Service > Automotive Repair Shop,45.22,Business and Professional Services > Computer Repair Service,44.62
