OM_Category_Label,OM_Simplified_Category,OM_Updated_Category,FSQ_Category_Primary,FSQ_Category_ID,FSQ_Category_Label
hockey_arena,Sports & Recreation,Sports & Recreation,Sports and Recreation,18031,Sports and Recreation > Hockey
professional_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
scuba_diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor
volleyball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18066,Sports and Recreation > Volleyball Court
tennis_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18045,Sports and Recreation > Racquet Sports > Tennis
school_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18076,Sports and Recreation > Water Sports > Swimming > Swim School
table_tennis_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18046,Sports and Recreation > Racquet Sports > Tennis > Tennis Club
cricket_ground,Sports & Recreation,Sports & Recreation,Sports and Recreation,18010,Sports and Recreation > Cricket Ground
amateur_sports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
kiteboarding,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
surfboard_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental
kiteboarding_instruction,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
tennis_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18047,Sports and Recreation > Racquet Sports > Tennis > Tennis Court
batting_cage,Sports & Recreation,Sports & Recreation,Sports and Recreation,18005,Sports and Recreation > Baseball > Batting Cages
climbing_class,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym
stadium_arena,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
bocce_ball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court
football_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18014,Sports and Recreation > Football > Football Club
golf_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18017,Sports and Recreation > Golf > Golf Club
paddleboard_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental
bowling_alley,Sports & Recreation,Sports & Recreation,Sports and Recreation,18009,Sports and Recreation > Bowling Green
sports_school,Sports & Recreation,Sports & Recreation,Sports and Recreation,18076,Sports and Recreation > Water Sports > Swimming > Swim School
diving_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18030,Sports and Recreation > Gymnastics > Gymnastics Center
racquetball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court
tubing_provider,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
court_reporter,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court
rafting_kayaking_area,Sports & Recreation,Sports & Recreation,Sports and Recreation,18035,Sports and Recreation > Indoor Play Area
hiking_trail,Sports & Recreation,Sports & Recreation,Sports and Recreation,18084,Sports and Recreation > Snow Sports > Ski Resort and Area > Ski Trail
parasailing_ride_service,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
swimming_pool,Sports & Recreation,Sports & Recreation,Sports and Recreation,18075,Sports and Recreation > Water Sports > Swimming > Swimming Pool
laser_tag,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
trailer_rentals,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
ski_area,Sports & Recreation,Sports & Recreation,Sports and Recreation,18061,Sports and Recreation > Snow Sports > Ski Resort and Area
aerial_tours,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
esports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
rock_climbing_instructor,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym
rugby_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18049,Sports and Recreation > Rugby
squash_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18044,Sports and Recreation > Racquet Sports > Squash Court
handball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court
soccer_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18063,Sports and Recreation > Soccer > Soccer Club
skate_park,Sports & Recreation,Sports & Recreation,Sports and Recreation,18055,Sports and Recreation > Skating > Skate Park
horse_boarding,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
courthouse,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
rock_climbing_spot,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym
mountain_bike_parks,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
golf_cart_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf
ski_resort,Sports & Recreation,Sports & Recreation,Sports and Recreation,18061,Sports and Recreation > Snow Sports > Ski Resort and Area
soccer_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18062,Sports and Recreation > Soccer
sledding_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental
amateur_sports_team,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
equestrian_facility,Sports & Recreation,Sports & Recreation,Sports and Recreation,18012,Sports and Recreation > Equestrian Facility
sports_wear,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
snorkeling,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
bounce_house_rental,Sports & Recreation,Sports & Recreation,Sports and Recreation,18068,Sports and Recreation > Water Sports > Canoe and Kayak Rental
adventure_sports_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18030,Sports and Recreation > Gymnastics > Gymnastics Center
golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation,18018,Sports and Recreation > Golf > Golf Course
trampoline_park,Sports & Recreation,Sports & Recreation,Sports and Recreation,18055,Sports and Recreation > Skating > Skate Park
wildlife_hunting_range,Sports & Recreation,Sports & Recreation,Sports and Recreation,18019,Sports and Recreation > Golf > Golf Driving Range
basketball_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18006,Sports and Recreation > Basketball
roller_skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation,18056,Sports and Recreation > Skating > Skating Rink
scuba_diving_instruction,Sports & Recreation,Sports & Recreation,Sports and Recreation,18071,Sports and Recreation > Water Sports > Scuba Diving Instructor
axe_throwing,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
rowing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18003,Sports and Recreation > Baseball > Baseball Club
badminton_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18041,Sports and Recreation > Racquet Sports > Badminton Court
basketball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18008,Sports and Recreation > Basketball > Basketball Court
miniature_golf_course,Sports & Recreation,Sports & Recreation,Sports and Recreation,18018,Sports and Recreation > Golf > Golf Course
track_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18039,Sports and Recreation > Race Track
bubble_soccer_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18064,Sports and Recreation > Soccer > Soccer Field
sailing_area,Sports & Recreation,Sports & Recreation,Sports and Recreation,18035,Sports and Recreation > Indoor Play Area
indoor_golf_center,Sports & Recreation,Sports & Recreation,Sports and Recreation,18016,Sports and Recreation > Golf
airsoft_fields,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
beach_volleyball_court,Sports & Recreation,Sports & Recreation,Sports and Recreation,18066,Sports and Recreation > Volleyball Court
climbing_service,Sports & Recreation,Sports & Recreation,Sports and Recreation,18023,Sports and Recreation > Gym and Studio > Climbing Gym
horse_riding,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
ice_skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation,18056,Sports and Recreation > Skating > Skating Rink
skating_rink,Sports & Recreation,Sports & Recreation,Sports and Recreation,18056,Sports and Recreation > Skating > Skating Rink
esports_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
hockey_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18033,Sports and Recreation > Hockey > Hockey Field
hunting_and_fishing_supplies,Sports & Recreation,Sports & Recreation,Sports and Recreation,18079,Sports and Recreation > Hunting Area
football_stadium,Sports & Recreation,Sports & Recreation,Sports and Recreation,18013,Sports and Recreation > Football
fishing_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18003,Sports and Recreation > Baseball > Baseball Club
ski_and_snowboard_school,Sports & Recreation,Sports & Recreation,Sports and Recreation,18061,Sports and Recreation > Snow Sports > Ski Resort and Area
race_track,Sports & Recreation,Sports & Recreation,Sports and Recreation,18039,Sports and Recreation > Race Track
soccer_field,Sports & Recreation,Sports & Recreation,Sports and Recreation,18064,Sports and Recreation > Soccer > Soccer Field
surfing_school,Sports & Recreation,Sports & Recreation,Sports and Recreation,18072,Sports and Recreation > Water Sports > Surfing
shooting_range,Sports & Recreation,Sports & Recreation,Sports and Recreation,18019,Sports and Recreation > Golf > Golf Driving Range
sports_club_and_league,Sports & Recreation,Sports & Recreation,Sports and Recreation,18000,Sports and Recreation
paddle_tennis_club,Sports & Recreation,Sports & Recreation,Sports and Recreation,18046,Sports and Recreation > Racquet Sports > Tennis > Tennis Club
data_recovery,Technology & IT,Technology & IT,Business and Professional Services,11000,Business and Professional Services
credit_and_debt_counseling,Technology & IT,Technology & IT,Business and Professional Services,11050,Business and Professional Services > Financial Service > Credit Counseling and Bankruptcy Service
web_hosting_service,Technology & IT,Technology & IT,Business and Professional Services,11002,Business and Professional Services > Agriculture and Forestry Service
home_network_installation,Technology & IT,Technology & IT,Business and Professional Services,11059,Business and Professional Services > Funeral Home
biotechnology_company,Technology & IT,Technology & IT,Business and Professional Services,11123,Business and Professional Services > Mobile Company
software_development,Technology & IT,Technology & IT,Business and Professional Services,11151,Business and Professional Services > Real Estate Service > Real Estate Development and Title Company
